"","iso2c","country","GDP_per_capita","year","iso3c","region","income","lending","SIDS","label"
"1973","GB","United Kingdom",34728.2583237307,1997,"GBR","Europe & Central Asia","Low Income",NA,"Others","(GBR, 1997)"
"1974","GB","United Kingdom",33525.4676213816,1996,"GBR","Europe & Central Asia","Low Income",NA,"Others","(GBR, 1996)"
"1975","GB","United Kingdom",32793.8709109047,1995,"GBR","Europe & Central Asia","Low Income",NA,"Others","(GBR, 1995)"
"1976","GB","United Kingdom",32068.8633045102,1994,"GBR","Europe & Central Asia","Low Income",NA,"Others","(GBR, 1994)"
"1977","GB","United Kingdom",30959.8900978489,1993,"GBR","Europe & Central Asia","Low Income",NA,"Others","(GBR, 1993)"
"1978","GB","United Kingdom",30280.2763764717,1992,"GBR","Europe & Central Asia","Low Income",NA,"Others","(GBR, 1992)"
"1979","GB","United Kingdom",30240.983352622,1991,"GBR","Europe & Central Asia","Low Income",NA,"Others","(GBR, 1991)"
"1980","GB","United Kingdom",30673.0083090826,1990,"GBR","Europe & Central Asia","Low Income",NA,"Others","(GBR, 1990)"
"1981","GD","Grenada",17241.5319711333,2019,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 2019)"
"1982","GD","Grenada",16801.2014765571,2018,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 2018)"
"1983","GD","Grenada",16217.4998498411,2017,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 2017)"
"1984","GD","Grenada",15613.9733401286,2016,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 2016)"
"1985","GD","Grenada",15142.6152055131,2015,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 2015)"
"1986","GD","Grenada",14317.0627909331,2014,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 2014)"
"1987","GD","Grenada",13427.8002319806,2013,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 2013)"
"1988","GD","Grenada",13207.7117421996,2012,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 2012)"
"1989","GD","Grenada",13443.3892348371,2011,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 2011)"
"1990","GD","Grenada",13412.0358156961,2010,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 2010)"
"1991","GD","Grenada",13537.5389768596,2009,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 2009)"
"1992","GD","Grenada",14541.9893360305,2008,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 2008)"
"1993","GD","Grenada",14441.9191605312,2007,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 2007)"
"1994","GD","Grenada",13641.9329730622,2006,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 2006)"
"1995","GD","Grenada",14246.1913890843,2005,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 2005)"
"1996","GD","Grenada",12614.7032708469,2004,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 2004)"
"1997","GD","Grenada",12738.6607423359,2003,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 2003)"
"1998","GD","Grenada",11678.9693927015,2002,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 2002)"
"1999","GD","Grenada",11332.9677469537,2001,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 2001)"
"2000","GD","Grenada",11613.8671280815,2000,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 2000)"
"2001","GD","Grenada",11115.9887934137,1999,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 1999)"
"2002","GD","Grenada",10440.5439106711,1998,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 1998)"
"2003","GD","Grenada",9384.23619809227,1997,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 1997)"
"2004","GD","Grenada",8986.12590505743,1996,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 1996)"
"2005","GD","Grenada",8665.42125359416,1995,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 1995)"
"2006","GD","Grenada",8564.6759603557,1994,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 1994)"
"2007","GD","Grenada",8518.24196452489,1993,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 1993)"
"2008","GD","Grenada",8783.66395157526,1992,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 1992)"
"2009","GD","Grenada",8923.81632273813,1991,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 1991)"
"2010","GD","Grenada",8813.64934831467,1990,"GRD","Latin America & Caribbean","High income","Blend","SIDS","(GRD, 1990)"
"2011","GE","Georgia",15014.2882057699,2019,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 2019)"
"2012","GE","Georgia",14257.0816639076,2018,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 2018)"
"2013","GE","Georgia",13589.7073915159,2017,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 2017)"
"2014","GE","Georgia",12963.7439586374,2016,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 2016)"
"2015","GE","Georgia",12605.1400698178,2015,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 2015)"
"2016","GE","Georgia",12254.6456549529,2014,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 2014)"
"2017","GE","Georgia",11740.0891163337,2013,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 2013)"
"2018","GE","Georgia",11295.7540913053,2012,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 2012)"
"2019","GE","Georgia",10541.4719031056,2011,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 2011)"
"2020","GE","Georgia",9736.73208169819,2010,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 2010)"
"2021","GE","Georgia",9097.42124328001,2009,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 2009)"
"2022","GE","Georgia",9358.61459260231,2008,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 2008)"
"2023","GE","Georgia",9109.89773363177,2007,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 2007)"
"2024","GE","Georgia",8049.90606833328,2006,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 2006)"
"2025","GE","Georgia",7315.19849292731,2005,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 2005)"
"2026","GE","Georgia",6632.81427891719,2004,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 2004)"
"2027","GE","Georgia",6230.82191564139,2003,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 2003)"
"2028","GE","Georgia",5572.62199671947,2002,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 2002)"
"2029","GE","Georgia",5236.22279402641,2001,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 2001)"
"2030","GE","Georgia",4919.23189559617,2000,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 2000)"
"2031","GE","Georgia",4737.40552369227,1999,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 1999)"
"2032","GE","Georgia",4511.48881135906,1998,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 1998)"
"2033","GE","Georgia",4268.69528009191,1997,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 1997)"
"2034","GE","Georgia",3740.485454286,1996,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 1996)"
"2035","GE","Georgia",3243.84621884681,1995,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 1995)"
"2036","GE","Georgia",3045.04248128546,1994,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 1994)"
"2037","GE","Georgia",3346.56803026575,1993,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 1993)"
"2038","GE","Georgia",4769.99651015911,1992,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 1992)"
"2039","GE","Georgia",8724.29050681179,1991,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 1991)"
"2040","GE","Georgia",11135.4628892873,1990,"GEO","Europe & Central Asia","High income","IBRD","Others","(GEO, 1990)"
"2041","GH","Ghana",5412.62812169616,2019,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 2019)"
"2042","GH","Ghana",5194.4390009745,2018,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 2018)"
"2043","GH","Ghana",4996.63870607304,2017,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 2017)"
"2044","GH","Ghana",4724.12511639727,2016,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 2016)"
"2045","GH","Ghana",4670.43162289555,2015,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 2015)"
"2046","GH","Ghana",4675.75856612863,2014,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 2014)"
"2047","GH","Ghana",4649.43938482464,2013,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 2013)"
"2048","GH","Ghana",4434.47831703315,2012,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 2012)"
"2049","GH","Ghana",4154.71775495542,2011,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 2011)"
"2050","GH","Ghana",3732.38206331236,2010,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 2010)"
"2051","GH","Ghana",3546.22994629174,2009,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 2009)"
"2052","GH","Ghana",3469.5172048527,2008,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 2008)"
"2053","GH","Ghana",3261.71023964934,2007,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 2007)"
"2054","GH","Ghana",3207.53153952901,2006,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 2006)"
"2055","GH","Ghana",3092.59691348257,2005,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 2005)"
"2056","GH","Ghana",2994.74958494545,2004,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 2004)"
"2057","GH","Ghana",2907.28196990874,2003,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 2003)"
"2058","GH","Ghana",2832.35945338296,2002,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 2002)"
"2059","GH","Ghana",2777.53837526638,2001,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 2001)"
"2060","GH","Ghana",2736.93753711267,2000,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 2000)"
"2061","GH","Ghana",2704.73132586679,1999,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 1999)"
"2062","GH","Ghana",2654.98153258495,1998,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 1998)"
"2063","GH","Ghana",2599.24745593685,1997,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 1997)"
"2064","GH","Ghana",2558.34873325324,1996,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 1996)"
"2065","GH","Ghana",2510.24596191195,1995,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 1995)"
"2066","GH","Ghana",2476.95086664399,1994,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 1994)"
"2067","GH","Ghana",2465.54526759326,1993,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 1993)"
"2068","GH","Ghana",2419.61327335732,1992,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 1992)"
"2069","GH","Ghana",2397.55912894988,1991,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 1991)"
"2070","GH","Ghana",2344.1915835146,1990,"GHA","Sub-Saharan Africa","Upper middle income","IDA","Others","(GHA, 1990)"
"2071","GI","Gibraltar",NA,2019,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 2019)"
"2072","GI","Gibraltar",NA,2018,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 2018)"
"2073","GI","Gibraltar",NA,2017,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 2017)"
"2074","GI","Gibraltar",NA,2016,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 2016)"
"2075","GI","Gibraltar",NA,2015,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 2015)"
"2076","GI","Gibraltar",NA,2014,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 2014)"
"2077","GI","Gibraltar",NA,2013,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 2013)"
"2078","GI","Gibraltar",NA,2012,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 2012)"
"2079","GI","Gibraltar",NA,2011,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 2011)"
"2080","GI","Gibraltar",NA,2010,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 2010)"
"2081","GI","Gibraltar",NA,2009,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 2009)"
"2082","GI","Gibraltar",NA,2008,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 2008)"
"2083","GI","Gibraltar",NA,2007,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 2007)"
"2084","GI","Gibraltar",NA,2006,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 2006)"
"2085","GI","Gibraltar",NA,2005,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 2005)"
"2086","GI","Gibraltar",NA,2004,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 2004)"
"2087","GI","Gibraltar",NA,2003,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 2003)"
"2088","GI","Gibraltar",NA,2002,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 2002)"
"2089","GI","Gibraltar",NA,2001,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 2001)"
"2090","GI","Gibraltar",NA,2000,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 2000)"
"2091","GI","Gibraltar",NA,1999,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 1999)"
"2092","GI","Gibraltar",NA,1998,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 1998)"
"2093","GI","Gibraltar",NA,1997,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 1997)"
"2094","GI","Gibraltar",NA,1996,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 1996)"
"2095","GI","Gibraltar",NA,1995,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 1995)"
"2096","GI","Gibraltar",NA,1994,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 1994)"
"2097","GI","Gibraltar",NA,1993,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 1993)"
"2098","GI","Gibraltar",NA,1992,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 1992)"
"2099","GI","Gibraltar",NA,1991,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 1991)"
"2100","GI","Gibraltar",NA,1990,"GIB","Europe & Central Asia","Low Income",NA,"Others","(GIB, 1990)"
"2101","GL","Greenland",NA,2019,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 2019)"
"2102","GL","Greenland",NA,2018,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 2018)"
"2103","GL","Greenland",NA,2017,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 2017)"
"2104","GL","Greenland",NA,2016,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 2016)"
"2105","GL","Greenland",NA,2015,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 2015)"
"2106","GL","Greenland",NA,2014,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 2014)"
"2107","GL","Greenland",NA,2013,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 2013)"
"2108","GL","Greenland",NA,2012,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 2012)"
"2109","GL","Greenland",NA,2011,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 2011)"
"2110","GL","Greenland",NA,2010,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 2010)"
"2111","GL","Greenland",NA,2009,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 2009)"
"2112","GL","Greenland",NA,2008,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 2008)"
"2113","GL","Greenland",NA,2007,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 2007)"
"2114","GL","Greenland",NA,2006,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 2006)"
"2115","GL","Greenland",NA,2005,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 2005)"
"2116","GL","Greenland",NA,2004,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 2004)"
"2117","GL","Greenland",NA,2003,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 2003)"
"2118","GL","Greenland",NA,2002,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 2002)"
"2119","GL","Greenland",NA,2001,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 2001)"
"2120","GL","Greenland",NA,2000,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 2000)"
"2121","GL","Greenland",NA,1999,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 1999)"
"2122","GL","Greenland",NA,1998,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 1998)"
"2123","GL","Greenland",NA,1997,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 1997)"
"2124","GL","Greenland",NA,1996,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 1996)"
"2125","GL","Greenland",NA,1995,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 1995)"
"2126","GL","Greenland",NA,1994,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 1994)"
"2127","GL","Greenland",NA,1993,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 1993)"
"2128","GL","Greenland",NA,1992,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 1992)"
"2129","GL","Greenland",NA,1991,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 1991)"
"2130","GL","Greenland",NA,1990,"GRL","Europe & Central Asia","Low Income",NA,"Others","(GRL, 1990)"
"2131","GM","Gambia, The",2206.91290564813,2019,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 2019)"
"2132","GM","Gambia, The",2144.22505358703,2018,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 2018)"
"2133","GM","Gambia, The",2072.6524500401,2017,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 2017)"
"2134","GM","Gambia, The",2036.87242048852,2016,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 2016)"
"2135","GM","Gambia, The",2058.65814621739,2015,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 2015)"
"2136","GM","Gambia, The",2038.79748108583,2014,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 2014)"
"2137","GM","Gambia, The",2131.43277120309,2013,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 2013)"
"2138","GM","Gambia, The",2135.75432796888,2012,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 2012)"
"2139","GM","Gambia, The",2091.82310674844,2011,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 2011)"
"2140","GM","Gambia, The",2346.72440487282,2010,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 2010)"
"2141","GM","Gambia, The",2283.18355590798,2009,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 2009)"
"2142","GM","Gambia, The",2205.11830766177,2008,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 2008)"
"2143","GM","Gambia, The",2137.85452523735,2007,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 2007)"
"2144","GM","Gambia, The",2137.81718540257,2006,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 2006)"
"2145","GM","Gambia, The",2216.19180439842,2005,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 2005)"
"2146","GM","Gambia, The",2341.1684895975,2004,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 2004)"
"2147","GM","Gambia, The",2257.27783498198,2003,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 2003)"
"2148","GM","Gambia, The",2180.85561050452,2002,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 2002)"
"2149","GM","Gambia, The",2327.34751387448,2001,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 2001)"
"2150","GM","Gambia, The",2270.49511052775,2000,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 2000)"
"2151","GM","Gambia, The",2220.49356195377,1999,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 1999)"
"2152","GM","Gambia, The",2152.68025913582,1998,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 1998)"
"2153","GM","Gambia, The",2145.02375755463,1997,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 1997)"
"2154","GM","Gambia, The",2108.82849215863,1996,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 1996)"
"2155","GM","Gambia, The",2127.87849831336,1995,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 1995)"
"2156","GM","Gambia, The",2175.51833692574,1994,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 1994)"
"2157","GM","Gambia, The",2240.45140710613,1993,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 1993)"
"2158","GM","Gambia, The",2245.61299110638,1992,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 1992)"
"2159","GM","Gambia, The",2248.37603045002,1991,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 1991)"
"2160","GM","Gambia, The",2265.23821929458,1990,"GMB","Sub-Saharan Africa","Lower middle income","IDA","Others","(GMB, 1990)"
"2161","GN","Guinea",2564.04248270111,2019,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 2019)"
"2162","GN","Guinea",2498.42566040217,2018,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 2018)"
"2163","GN","Guinea",2420.60099315665,2017,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 2017)"
"2164","GN","Guinea",2255.30826421011,2016,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 2016)"
"2165","GN","Guinea",2089.67603356855,2015,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 2015)"
"2166","GN","Guinea",2063.41129051839,2014,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 2014)"
"2167","GN","Guinea",2037.0163906729,2013,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 2013)"
"2168","GN","Guinea",2003.9904355808,2012,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 2012)"
"2169","GN","Guinea",1934.11362004461,2011,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 2011)"
"2170","GN","Guinea",1872.35722208875,2010,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 2010)"
"2171","GN","Guinea",1827.19462361246,2009,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 2009)"
"2172","GN","Guinea",1890.76269297671,2008,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 2008)"
"2173","GN","Guinea",1857.80703318821,2007,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 2007)"
"2174","GN","Guinea",1778.44807015859,2006,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 2006)"
"2175","GN","Guinea",1795.87892563329,2005,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 2005)"
"2176","GN","Guinea",1779.53016222738,2004,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 2004)"
"2177","GN","Guinea",1773.13694250481,2003,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 2003)"
"2178","GN","Guinea",1785.3368195046,2002,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 2002)"
"2179","GN","Guinea",1731.74390944747,2001,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 2001)"
"2180","GN","Guinea",1706.37788332816,2000,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 2000)"
"2181","GN","Guinea",1703.14795604224,1999,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 1999)"
"2182","GN","Guinea",1681.08933805221,1998,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 1998)"
"2183","GN","Guinea",1664.04634815944,1997,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 1997)"
"2184","GN","Guinea",1624.10118698234,1996,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 1996)"
"2185","GN","Guinea",1596.25934018399,1995,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 1995)"
"2186","GN","Guinea",1566.57145550831,1994,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 1994)"
"2187","GN","Guinea",1546.93754905559,1993,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 1993)"
"2188","GN","Guinea",1512.37143695982,1992,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 1992)"
"2189","GN","Guinea",1505.05341144364,1991,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 1991)"
"2190","GN","Guinea",1508.89645182357,1990,"GIN","Sub-Saharan Africa","Lower middle income","IDA","Others","(GIN, 1990)"
"2191","GQ","Equatorial Guinea",18558.0038515413,2019,"GNQ","Sub-Saharan Africa","High income","IBRD","Others","(GNQ, 2019)"
"2192","GQ","Equatorial Guinea",20359.8451441929,2018,"GNQ","Sub-Saharan Africa","High income","IBRD","Others","(GNQ, 2018)"
"2193","GQ","Equatorial Guinea",22551.083245578,2017,"GNQ","Sub-Saharan Africa","High income","IBRD","Others","(GNQ, 2017)"
"2194","GQ","Equatorial Guinea",24827.072977646,2016,"GNQ","Sub-Saharan Africa","High income","IBRD","Others","(GNQ, 2016)"
"2195","GQ","Equatorial Guinea",28313.6027630713,2015,"GNQ","Sub-Saharan Africa","High income","IBRD","Others","(GNQ, 2015)"
"2196","GQ","Equatorial Guinea",32436.4667929433,2014,"GNQ","Sub-Saharan Africa","High income","IBRD","Others","(GNQ, 2014)"
