"","iso2c","country","GDP_per_capita","year","iso3c","region","income","lending","SIDS","label","wbl_index"
"994","CF","Central African Republic",884.494416853048,2016,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 2016)",71.3
"995","CF","Central African Republic",852.749426426479,2015,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 2015)",71.3
"996","CF","Central African Republic",822.610457816902,2014,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 2014)",71.3
"997","CF","Central African Republic",824.943832052328,2013,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 2013)",71.3
"998","CF","Central African Republic",1300.28763729694,2012,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 2012)",71.3
"999","CF","Central African Republic",1242.71564473679,2011,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 2011)",71.3
"1000","CF","Central African Republic",1201.35137524232,2010,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 2010)",71.3
"1001","CF","Central African Republic",1161.18947547434,2009,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 2009)",71.3
"1002","CF","Central African Republic",1085.44076390296,2008,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 2008)",71.3
"1003","CF","Central African Republic",1082.68510059648,2007,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 2007)",56.3
"1004","CF","Central African Republic",1055.08887092458,2006,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 2006)",56.3
"1005","CF","Central African Republic",1026.91339909884,2005,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 2005)",56.3
"1006","CF","Central African Republic",1037.84676642657,2004,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 2004)",56.3
"1007","CF","Central African Republic",999.000974726645,2003,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 2003)",56.3
"1008","CF","Central African Republic",1077.95441086148,2002,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 2002)",56.3
"1009","CF","Central African Republic",1062.72173523632,2001,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 2001)",56.3
"1010","CF","Central African Republic",1040.10212036994,2000,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 2000)",56.3
"1011","CF","Central African Republic",1091.36236075806,1999,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 1999)",56.3
"1012","CF","Central African Republic",1078.45165398862,1998,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 1998)",45
"1013","CF","Central African Republic",1055.25650631035,1997,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 1997)",45
"1014","CF","Central African Republic",1027.65065878803,1996,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 1996)",45
"1015","CF","Central African Republic",1098.89660696316,1995,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 1995)",45
"1016","CF","Central African Republic",1053.74660625288,1994,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 1994)",45
"1017","CF","Central African Republic",1033.83061916943,1993,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 1993)",45
"1018","CF","Central African Republic",1060.63824569914,1992,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 1992)",45
"1019","CF","Central African Republic",1165.23944953669,1991,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 1991)",45
"1020","CF","Central African Republic",1201.67723366171,1990,"CAF","Sub-Saharan Africa","Lower middle income","IDA","Others","(CAF, 1990)",45
"1021","CG","Congo, Rep.",3298.06761863102,2019,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 2019)",46.3
"1022","CG","Congo, Rep.",3414.4160388068,2018,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 2018)",46.3
"1023","CG","Congo, Rep.",3448.53720769405,2017,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 2017)",46.3
"1024","CG","Congo, Rep.",3603.2297965324,2016,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 2016)",46.3
"1025","CG","Congo, Rep.",3802.37599469408,2015,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 2015)",46.3
"1026","CG","Congo, Rep.",3797.49444244666,2014,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 2014)",46.3
"1027","CG","Congo, Rep.",3644.24135120048,2013,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 2013)",46.3
"1028","CG","Congo, Rep.",3610.95013836578,2012,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 2012)",46.3
"1029","CG","Congo, Rep.",3570.06729205919,2011,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 2011)",46.3
"1030","CG","Congo, Rep.",3549.8120084133,2010,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 2010)",46.3
"1031","CG","Congo, Rep.",3365.20384184566,2009,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 2009)",46.3
"1032","CG","Congo, Rep.",3235.85177790394,2008,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 2008)",46.3
"1033","CG","Congo, Rep.",3172.10161136365,2007,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 2007)",46.3
"1034","CG","Congo, Rep.",3335.81891550411,2006,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 2006)",46.3
"1035","CG","Congo, Rep.",3246.06774928392,2005,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 2005)",46.3
"1036","CG","Congo, Rep.",3108.80465241107,2004,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 2004)",46.3
"1037","CG","Congo, Rep.",3095.6651491379,2003,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 2003)",46.3
"1038","CG","Congo, Rep.",3160.23751665146,2002,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 2002)",46.3
"1039","CG","Congo, Rep.",3108.60178114307,2001,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 2001)",46.3
"1040","CG","Congo, Rep.",3081.40575981042,2000,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 2000)",46.3
"1041","CG","Congo, Rep.",2948.28099173697,1999,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 1999)",46.3
"1042","CG","Congo, Rep.",3115.41422864669,1998,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 1998)",46.3
"1043","CG","Congo, Rep.",3091.53460615181,1997,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 1997)",46.3
"1044","CG","Congo, Rep.",3201.95159361736,1996,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 1996)",46.3
"1045","CG","Congo, Rep.",3158.98222387781,1995,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 1995)",46.3
"1046","CG","Congo, Rep.",3124.68845826732,1994,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 1994)",46.3
"1047","CG","Congo, Rep.",3399.91048220248,1993,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 1993)",46.3
"1048","CG","Congo, Rep.",3529.96675828828,1992,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 1992)",46.3
"1049","CG","Congo, Rep.",3536.18381838567,1991,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 1991)",46.3
"1050","CG","Congo, Rep.",3549.54126266505,1990,"COG","Sub-Saharan Africa","Upper middle income","Blend","Others","(COG, 1990)",46.3
"1051","CH","Switzerland",68627.8286802194,2019,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 2019)",85.6
"1052","CH","Switzerland",68479.4402109781,2018,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 2018)",85.6
"1053","CH","Switzerland",67139.0499217186,2017,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 2017)",85.6
"1054","CH","Switzerland",66570.6165442756,2016,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 2016)",85.6
"1055","CH","Switzerland",66161.7764760045,2015,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 2015)",85.6
"1056","CH","Switzerland",66038.6841335267,2014,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 2014)",85.6
"1057","CH","Switzerland",65251.2156555835,2013,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 2013)",85.6
"1058","CH","Switzerland",64805.6305442032,2012,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 2012)",85.6
"1059","CH","Switzerland",64845.0585956529,2011,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 2011)",85.6
"1060","CH","Switzerland",64478.5814554054,2010,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 2010)",85.6
"1061","CH","Switzerland",63254.3355838853,2009,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 2009)",85.6
"1062","CH","Switzerland",65505.243765013,2008,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 2008)",85.6
"1063","CH","Switzerland",64943.5359261159,2007,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 2007)",83.1
"1064","CH","Switzerland",62938.5743881458,2006,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 2006)",80.6
"1065","CH","Switzerland",60905.4952699804,2005,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 2005)",78.1
"1066","CH","Switzerland",59445.0499115373,2004,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 2004)",78.1
"1067","CH","Switzerland",58238.2737486976,2003,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 2003)",78.1
"1068","CH","Switzerland",58648.7505835665,2002,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 2002)",78.1
"1069","CH","Switzerland",58998.1539742548,2001,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 2001)",78.1
"1070","CH","Switzerland",58603.5343181774,2000,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 2000)",78.1
"1071","CH","Switzerland",56701.5468562018,1999,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 1999)",78.1
"1072","CH","Switzerland",56023.1777948191,1998,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 1998)",78.1
"1073","CH","Switzerland",54558.6457515351,1997,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 1997)",78.1
"1074","CH","Switzerland",53439.6629506223,1996,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 1996)",75
"1075","CH","Switzerland",53387.8845701483,1995,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 1995)",62.5
"1076","CH","Switzerland",53488.6308079926,1994,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 1994)",62.5
"1077","CH","Switzerland",53240.6961065518,1993,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 1993)",62.5
"1078","CH","Switzerland",53795.5555819731,1992,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 1992)",62.5
"1079","CH","Switzerland",54415.7421685604,1991,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 1991)",62.5
"1080","CH","Switzerland",55609.3921068719,1990,"CHE","Europe & Central Asia","Low Income",NA,"Others","(CHE, 1990)",62.5
"1081","CI","Cote d'Ivoire",5238.26085646938,2019,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 2019)",78.1
"1082","CI","Cote d'Ivoire",5028.92007015129,2018,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 2018)",78.1
"1083","CI","Cote d'Ivoire",4830.75170129491,2017,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 2017)",78.1
"1084","CI","Cote d'Ivoire",4615.71162066949,2016,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 2016)",78.1
"1085","CI","Cote d'Ivoire",4417.15120275926,2015,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 2015)",78.1
"1086","CI","Cote d'Ivoire",4161.93831397742,2014,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 2014)",78.1
"1087","CI","Cote d'Ivoire",3922.54109492572,2013,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 2013)",69.4
"1088","CI","Cote d'Ivoire",3692.64767434998,2012,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 2012)",69.4
"1089","CI","Cote d'Ivoire",3417.77792622311,2011,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 2011)",69.4
"1090","CI","Cote d'Ivoire",3660.90280852012,2010,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 2010)",69.4
"1091","CI","Cote d'Ivoire",3673.26128117543,2009,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 2009)",69.4
"1092","CI","Cote d'Ivoire",3639.893326284,2008,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 2008)",69.4
"1093","CI","Cote d'Ivoire",3630.05013693976,2007,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 2007)",69.4
"1094","CI","Cote d'Ivoire",3646.27182979524,2006,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 2006)",69.4
"1095","CI","Cote d'Ivoire",3670.18075283257,2005,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 2005)",69.4
"1096","CI","Cote d'Ivoire",3685.1795285054,2004,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 2004)",69.4
"1097","CI","Cote d'Ivoire",3717.05321807525,2003,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 2003)",69.4
"1098","CI","Cote d'Ivoire",3848.77611859954,2002,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 2002)",69.4
"1099","CI","Cote d'Ivoire",4001.95658253481,2001,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 2001)",69.4
"1100","CI","Cote d'Ivoire",4093.87282603935,2000,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 2000)",69.4
"1101","CI","Cote d'Ivoire",4290.39616445419,1999,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 1999)",63.1
"1102","CI","Cote d'Ivoire",4342.12386114566,1998,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 1998)",63.1
"1103","CI","Cote d'Ivoire",4263.55190039108,1997,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 1997)",63.1
"1104","CI","Cote d'Ivoire",4240.16313647943,1996,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 1996)",63.1
"1105","CI","Cote d'Ivoire",4064.93289528092,1995,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 1995)",48.8
"1106","CI","Cote d'Ivoire",3922.81870054827,1994,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 1994)",48.8
"1107","CI","Cote d'Ivoire",4027.23606747732,1993,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 1993)",48.8
"1108","CI","Cote d'Ivoire",4179.62516887967,1992,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 1992)",48.8
"1109","CI","Cote d'Ivoire",4342.39087096441,1991,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 1991)",48.8
"1110","CI","Cote d'Ivoire",4499.87389164671,1990,"CIV","Sub-Saharan Africa","Upper middle income","IDA","Others","(CIV, 1990)",48.8
"1111","CL","Chile",24226.1508878998,2019,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 2019)",77.5
"1112","CL","Chile",24258.649845584,2018,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 2018)",77.5
"1113","CL","Chile",23663.8852921125,2017,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 2017)",77.5
"1114","CL","Chile",23721.6056509058,2016,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 2016)",77.5
"1115","CL","Chile",23633.6638371824,2015,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 2015)",77.5
"1116","CL","Chile",23375.1477128334,2014,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 2014)",77.5
"1117","CL","Chile",23214.3750756304,2013,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 2013)",77.5
"1118","CL","Chile",22531.3319151646,2012,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 2012)",75
"1119","CL","Chile",21600.5185873339,2011,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 2011)",75
"1120","CL","Chile",20560.6067050779,2010,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 2010)",75
"1121","CL","Chile",19628.2222189758,2009,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 2009)",75
"1122","CL","Chile",20152.4782389761,2008,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 2008)",71.9
"1123","CL","Chile",19675.1210095113,2007,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 2007)",71.9
"1124","CL","Chile",18956.6014769331,2006,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 2006)",66.9
"1125","CL","Chile",18019.505843533,2005,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 2005)",63.8
"1126","CL","Chile",17219.3730846347,2004,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 2004)",63.8
"1127","CL","Chile",16228.946546027,2003,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 2003)",60.6
"1128","CL","Chile",15755.3669436195,2002,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 2002)",60.6
"1129","CL","Chile",15446.3446425682,2001,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 2001)",60.6
"1130","CL","Chile",15121.8021225324,2000,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 2000)",60.6
"1131","CL","Chile",14527.0240154229,1999,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 1999)",60.6
"1132","CL","Chile",14767.3777889214,1998,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 1998)",60.6
"1133","CL","Chile",14338.5641373809,1997,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 1997)",60.6
"1134","CL","Chile",13529.0961477587,1996,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 1996)",60.6
"1135","CL","Chile",12849.2455826192,1995,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 1995)",60.6
"1136","CL","Chile",11974.1409110396,1994,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 1994)",54.4
"1137","CL","Chile",11581.6726273616,1993,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 1993)",54.4
"1138","CL","Chile",11044.0395310274,1992,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 1992)",54.4
"1139","CL","Chile",10099.9773236919,1991,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 1991)",54.4
"1140","CL","Chile",9524.51651520318,1990,"CHL","Latin America & Caribbean","Low Income","IBRD","Others","(CHL, 1990)",36.3
"1141","CM","Cameroon",3652.68651238746,2019,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 2019)",56.9
"1142","CM","Cameroon",3603.54888184177,2018,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 2018)",56.9
"1143","CM","Cameroon",3554.52515589469,2017,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 2017)",50.6
"1144","CM","Cameroon",3524.44451445235,2016,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 2016)",50.6
"1145","CM","Cameroon",3458.69390039658,2015,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 2015)",50.6
"1146","CM","Cameroon",3362.66406748038,2014,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 2014)",50.6
"1147","CM","Cameroon",3262.76359451125,2013,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 2013)",50.6
"1148","CM","Cameroon",3180.77248327024,2012,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 2012)",50.6
"1149","CM","Cameroon",3126.78683572967,2011,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 2011)",50.6
"1150","CM","Cameroon",3086.22071585621,2010,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 2010)",50.6
"1151","CM","Cameroon",3067.22296361685,2009,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 2009)",50.6
"1152","CM","Cameroon",3084.9865014584,2008,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 2008)",50.6
"1153","CM","Cameroon",3064.12496777494,2007,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 2007)",50.6
"1154","CM","Cameroon",3002.13521299083,2006,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 2006)",50.6
"1155","CM","Cameroon",2982.02474476857,2005,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 2005)",50.6
"1156","CM","Cameroon",3003.25098501748,2004,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 2004)",50.6
"1157","CM","Cameroon",2889.28187305599,2003,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 2003)",50.6
"1158","CM","Cameroon",2837.96123279936,2002,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 2002)",50.6
"1159","CM","Cameroon",2795.87200139323,2001,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 2001)",50.6
"1160","CM","Cameroon",2750.51098804994,2000,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 2000)",50.6
"1161","CM","Cameroon",2726.66898829849,1999,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 1999)",50.6
"1162","CM","Cameroon",2683.49842163263,1998,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 1998)",50.6
"1163","CM","Cameroon",2635.78891123748,1997,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 1997)",50.6
"1164","CM","Cameroon",2571.74436331053,1996,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 1996)",50.6
"1165","CM","Cameroon",2531.46751770566,1995,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 1995)",50.6
"1166","CM","Cameroon",2514.80991177501,1994,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 1994)",50.6
"1167","CM","Cameroon",2532.74050209635,1993,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 1993)",48.1
"1168","CM","Cameroon",2831.18836001028,1992,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 1992)",48.1
"1169","CM","Cameroon",3008.80209665998,1991,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 1991)",48.1
"1170","CM","Cameroon",3222.94448109783,1990,"CMR","Sub-Saharan Africa","Upper middle income","Blend","Others","(CMR, 1990)",48.1
"1171","CN","China",16116.7042797706,2019,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 2019)",75.6
"1172","CN","China",15243.2477845168,2018,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 2018)",75.6
"1173","CN","China",14344.4204022609,2017,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 2017)",75.6
"1174","CN","China",13487.9479006924,2016,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 2016)",75.6
"1175","CN","China",12691.9435827488,2015,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 2015)",75.6
"1176","CN","China",11917.3943703448,2014,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 2014)",75.6
"1177","CN","China",11150.0485382595,2013,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 2013)",75.6
"1178","CN","China",10397.4923377973,2012,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 2012)",69.4
"1179","CN","China",9686.91994832714,2011,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 2011)",69.4
"1180","CN","China",8884.86082163883,2010,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 2010)",69.4
"1181","CN","China",8069.58274859699,2009,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 2009)",69.4
"1182","CN","China",7413.01022270135,2008,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 2008)",72.5
"1183","CN","China",6795.07481019927,2007,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 2007)",72.5
"1184","CN","China",5979.66682113835,2006,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 2006)",67.5
"1185","CN","China",5334.61402724015,2005,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 2005)",67.5
"1186","CN","China",4817.13118919829,2004,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 2004)",62.5
"1187","CN","China",4400.84733598989,2003,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 2003)",62.5
"1188","CN","China",4024.46473443999,2002,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 2002)",62.5
"1189","CN","China",3712.54025554677,2001,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 2001)",62.5
"1190","CN","China",3451.73407463124,2000,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 2000)",62.5
"1191","CN","China",3206.73915045404,1999,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 1999)",62.5
"1192","CN","China",3004.27307553695,1998,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 1998)",62.5
"1193","CN","China",2812.78417661287,1997,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 1997)",62.5
"1194","CN","China",2601.57412910201,1996,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 1996)",62.5
"1195","CN","China",2391.54428816007,1995,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 1995)",59.4
"1196","CN","China",2179.07809430762,1994,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 1994)",59.4
"1197","CN","China",1949.40733053159,1993,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 1993)",59.4
"1198","CN","China",1731.79010154464,1992,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 1992)",59.4
"1199","CN","China",1534.9354650922,1991,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 1991)",59.4
"1200","CN","China",1423.70221219528,1990,"CHN","East Asia & Pacific","High income","IBRD","Others","(CHN, 1990)",59.4
